	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K05710,ko:K14578																				1.0																																																							1.0									
ko:K05878																				1.0	1.0													1.0					1.0					2.0	1.0				2.0	2.0											1.0						2.0	1.0																
ko:K06135																				1.0																																																																
ko:K06600,ko:K06895																				1.0																																																																
ko:K07128																				1.0																																																																
ko:K07165,ko:K08195																				1.0																																																																
ko:K07169,ko:K11894,ko:K11913																				1.0																																																																
ko:K07346,ko:K15540																				1.0																																																																
ko:K07350																				2.0																																																																
ko:K07351																				1.0																																																																
ko:K07389																				1.0						1.0																														1.0																												1.0
ko:K07552,ko:K08154																				1.0																																																																
ko:K07673,ko:K07674																				1.0																																																																
ko:K07677																				2.0																																2.0																																1.0
ko:K07677,ko:K07679																				1.0																																																					1.0											
ko:K07686,ko:K07689,ko:K20264																				1.0																																																																
ko:K07782,ko:K15852																				1.0																																																																
ko:K07790																				1.0																																																																
ko:K08154																				1.0																																																																
ko:K08156,ko:K18567,ko:K19577																				1.0																																																																
ko:K08282,ko:K11916,ko:K12132																				1.0																																																																
ko:K08368																				1.0											1.0																																																					
ko:K09144																				1.0																			1.0																												1.0								1.0									
ko:K09612																				1.0																																																																
ko:K09709,ko:K18291																				1.0																																1.0																				2.0					1.0							
ko:K09794																				1.0						1.0	1.0					1.0																				1.0																										1.0		1.0				
ko:K10013																				1.0																																																																
ko:K10439,ko:K10540,ko:K17205,ko:K17213																				1.0																																																																
ko:K10441,ko:K10545,ko:K17207,ko:K17215																				1.0																																																																
ko:K10441,ko:K10545,ko:K17215																				2.0																																																																
ko:K10941,ko:K11914,ko:K21405																				1.0																																																																
ko:K10974																				1.0					1.0															1.0						1.0																	1.0			2.0			1.0												1.0			
ko:K11016																				1.0																																																																
ko:K11017																				1.0																																																																
ko:K11021																				2.0																																																																
ko:K11188																				1.0																																																																
ko:K11910																				1.0																																1.0																																
ko:K11921,ko:K21757																				1.0																																																																
ko:K11931,ko:K21478																				1.0																																																																
ko:K12241																				1.0																																																																
ko:K12242																				1.0																																											2.0																					
ko:K12545																				1.0																																																																
ko:K12987,ko:K12988																				1.0																																																																
ko:K12992																				1.0																																																		1.0														
ko:K13004,ko:K21011																				1.0					1.0																																																											
ko:K13061,ko:K20250																				1.0																																																																
ko:K13580																				1.0																																																						1.0										
ko:K13791,ko:K15353																				2.0																																																																
ko:K13926																				1.0					1.0	1.0													1.0							1.0						1.0				1.0		1.0													1.0							1.0						
ko:K13954																				1.0							1.0													1.0		1.0																																										
ko:K14974																				1.0								1.0																																																								
ko:K15357																				1.0						1.0																	1.0																																									
ko:K15540																				2.0																						1.0										1.0																																
ko:K15852,ko:K18099,ko:K19734																				1.0																																																																
ko:K16135																				1.0																						2.0										2.0						1.0																2.0			1.0							
ko:K16152																				1.0																																																																
ko:K17206,ko:K17214																				1.0																																																																
ko:K17213																				1.0																																														1.0															1.0			
ko:K18028																				1.0						1.0																1.0																																										
ko:K18030																				1.0						1.0																																1.0														1.0		1.0			1.0							
ko:K18138,ko:K19594																				1.0																																																																
ko:K18289																				1.0																																1.0																				1.0					1.0							
ko:K18308																				1.0																					1.0							1.0				1.0																																
ko:K18456																				1.0										1.0		1.0																																										1.0			1.0							1.0
ko:K18652																				1.0																																	1.0												1.0																			
ko:K19047																				1.0																																																																
ko:K19272,ko:K19299,ko:K19300																				1.0																						1.0																																										
ko:K19540																				1.0																																																																
ko:K19776																				1.0																														1.0											1.0																							
ko:K19803																				1.0																																																																
ko:K20260																				2.0																																																								1.0								
ko:K20262																				1.0																																																								1.0								
ko:K20330																				1.0																																																																
ko:K20987																				1.0																																																																
ko:K20998																				1.0																																																																
ko:K21001																				1.0																																																																
ko:K21002																				1.0																																																																
ko:K21003																				1.0																				1.0													1.0																											1.0				
ko:K21004																				1.0																																																																
ko:K21033																				1.0																																																																
ko:K21060																				1.0																																																												1.0				
ko:K21253,ko:K21264,ko:K21265																				1.0																																																																
ko:K21563																				1.0					1.0					1.0														1.0														1.0																			1.0							1.0
ko:K22063																				1.0																						1.0																																										
ko:K22294																				1.0																																						1.0														1.0		1.0			1.0							
ko:K22296,ko:K22489																				1.0															1.0							1.0																																										
ko:K22486																				1.0																																																																
ko:K00001,ko:K00217,ko:K13954																					1.0																																																															
ko:K00180																					1.0				1.0		1.0																	1.0					1.0			1.0															1.0				1.0	2.0								1.0				
ko:K00320																					1.0																														1.0		2.0						1.0		1.0				1.0														1.0	1.0		1.0		
ko:K00655,ko:K00721																					1.0																																																															
ko:K01253,ko:K08253																					1.0																																																			1.0			2.0									
ko:K01635,ko:K01671																					1.0																																																															
ko:K01788,ko:K13967																					1.0																																						1.0																									
ko:K01801																					1.0				1.0											1.0				1.0				1.0			1.0		1.0	1.0																											1.0			1.0				
ko:K01884																					1.0																																																															
ko:K02026,ko:K17323																					1.0																																																															
ko:K02031,ko:K02032,ko:K13892,ko:K13896																					1.0					1.0													1.0											1.0									2.0		1.0																							
ko:K02031,ko:K02032,ko:K15583																					1.0					1.0																												1.0																														
ko:K02052,ko:K10112																					1.0																																																															
ko:K03182,ko:K16874																					1.0								1.0							1.0	1.0																							1.0		1.0		1.0																			1.0	
ko:K03604																					1.0																																																															
ko:K03863																					1.0									1.0		1.0										3.0				1.0												1.0	1.0													1.0		3.0			1.0							
ko:K05548,ko:K08369																					1.0																		1.0																																1.0													
ko:K05563,ko:K05570																					1.0																																						1.0								1.0																	
ko:K09765																					1.0																					1.0										1.0																																
ko:K10440,ko:K17203																					1.0					1.0						1.0																											1.0			1.0																						
ko:K11909																					1.0																															1.0							1.0																									
ko:K12944																					1.0								1.0							1.0	1.0																							1.0				1.0																			1.0	
ko:K13327																					1.0																																										2.0																					
ko:K15583																					1.0										1.0							1.0								1.0																										1.0			1.0		1.0							
ko:K16566																					1.0																		1.0																																													
ko:K18096																					1.0																							1.0					1.0							1.0			1.0																1.0					1.0				
ko:K18098																					1.0											1.0							1.0					1.0					1.0					1.0		1.0			1.0																1.0									
ko:K18145																					1.0					1.0																1.0																																						1.0				
ko:K18146																					1.0					1.0																																																						1.0				
ko:K18817																					1.0										1.0																																																					
ko:K19062,ko:K21288																					1.0																																																															1.0
ko:K19181																					1.0			1.0					1.0			1.0				1.0	1.0		1.0					1.0		1.0			1.0											1.0		1.0		1.0			1.0											1.0					1.0	
ko:K20429																					1.0																																				1.0															1.0					1.0							
ko:K21012																					1.0										2.0																																																					
ko:K00046,ko:K00059																						1.0					1.0	1.0							1.0																	1.0											1.0			2.0							1.0			2.0					2.0			
ko:K00130,ko:K00146																						1.0						1.0																																			1.0													1.0								
ko:K00363,ko:K05710																						1.0						1.0			2.0																																																					
ko:K00627,ko:K00658																						1.0					1.0													1.0													1.0		1.0										1.0				1.0	1.0														
ko:K00812,ko:K14260,ko:K14267																						2.0																															2.0										4.0																2.0					
ko:K01007,ko:K21787																						2.0																					1.0												1.0						1.0				1.0				2.0													1.0		
ko:K01051,ko:K01728																						1.0																																																						2.0								
ko:K01087,ko:K01194																						1.0																																																						1.0								
ko:K01183,ko:K01233																						1.0																																																														
ko:K01533,ko:K01534,ko:K17686,ko:K21887																						1.0						1.0																																			1.0																					
ko:K01674,ko:K03646																						1.0																																																														
ko:K01790,ko:K16438																						1.0																																									1.0																					
ko:K02006																						1.0						1.0			1.0																																													1.0								1.0
ko:K02009																						1.0						1.0			1.0		1.0										1.0								1.0																									1.0			1.0			1.0		1.0
ko:K02025,ko:K10233																						1.0						1.0																																			1.0													1.0								
ko:K02026,ko:K10234																						1.0						1.0																																			1.0													1.0								
ko:K02026,ko:K17239,ko:K17331																						1.0																																									1.0													1.0								
ko:K02027,ko:K10232																						1.0						1.0																																			1.0													1.0								
ko:K02809,ko:K02810																						1.0						1.0										1.0																									1.0																					
ko:K03090,ko:K04749,ko:K06378																						1.0						1.0																																																								
ko:K05349,ko:K17641																						1.0																																																						1.0								
ko:K05384,ko:K05386																						1.0																																									1.0																					
ko:K05555																						1.0						1.0																																	1.0																		1.0					
ko:K05977																						1.0						1.0																																			1.0						1.0															
ko:K06045,ko:K18115																						1.0						1.0																																																								
ko:K06718																						1.0																														1.0	1.0										1.0						1.0							1.0								
ko:K06720																						1.0							1.0							1.0	1.0		1.0							1.0						1.0	1.0							1.0			1.0	1.0					1.0							1.0				1.0			1.0	
ko:K07306,ko:K07309,ko:K07310,ko:K08351																						1.0											1.0																				1.0																							1.0								
ko:K08321,ko:K11645,ko:K18287																						1.0																																									3.0													1.0								
ko:K08651,ko:K14645,ko:K14743																						1.0						1.0																																			1.0													1.0								
ko:K09788,ko:K20451																						1.0						1.0																																																								
ko:K10674																						1.0																														1.0	1.0										1.0						1.0						1.0	1.0				1.0				
ko:K11082																						1.0						1.0																					1.0	1.0													1.0						1.0						1.0									
ko:K11083																						1.0						1.0																					1.0	1.0													1.0						1.0															
ko:K11084																						1.0						1.0																						1.0													1.0						1.0															
ko:K11738																						1.0						1.0																									1.0																							2.0								
ko:K12239																						1.0																																																														
ko:K13307,ko:K13330																						1.0																																																														
ko:K13311,ko:K13326,ko:K21335																						1.0						1.0																																																								
ko:K14201																						1.0						1.0																																			1.0													1.0								
ko:K14250																						1.0						1.0																																																								
ko:K14368																						1.0																																																														
ko:K14626																						1.0																																																						1.0								
ko:K14680																						1.0																																												1.0															1.0			
ko:K15833																						1.0																																																						1.0								
ko:K15941																						1.0																																																														
ko:K15944																						1.0																																																														
ko:K15997																						1.0						1.0																																																								
ko:K16435																						1.0																																									1.0																					
ko:K16436																						1.0																																																														
ko:K16437,ko:K21336																						2.0																																																														
ko:K17624																						1.0						1.0			2.0																																																					
ko:K17835																						1.0																																									3.0													1.0								
ko:K17876																						1.0																																									2.0													1.0								
ko:K18234																						1.0		1.0									1.0																		1.0												1.0						1.0							1.0						1.0		
ko:K18553,ko:K19577																						2.0						1.0																									1.0										2.0			1.0			2.0							1.0					1.0			
ko:K18572																						1.0						1.0																									1.0										1.0						1.0							1.0								
ko:K18896																						1.0						1.0																																																								
ko:K19719																						1.0																																																														
ko:K21251																						1.0																																									1.0													1.0								
ko:K21685																						1.0						1.0					1.0		1.0																1.0		1.0		1.0						1.0		1.0			1.0			1.0							1.0			1.0		1.0			
ko:K21687,ko:K21688																						1.0						1.0																																																								
ko:K21793																						1.0																																									1.0																1.0					
ko:K21886																						1.0						1.0																									1.0										1.0													1.0								
ko:K00001,ko:K00008																							1.0												1.0																										1.0																							
ko:K00009,ko:K00041																							1.0																																		1.0																											
ko:K00019,ko:K21883																							1.0																																																													
ko:K00023,ko:K00059																							1.0																																		1.0						1.0													1.0								
ko:K00054																							1.0																										1.0								1.0																		2.0							1.0		
ko:K00156,ko:K01652																							1.0																																																						1.0			1.0				
ko:K00184																							1.0																																		1.0																											
ko:K00185																							1.0							1.0																											1.0																											
ko:K00290,ko:K00293																							1.0																																		1.0																											
ko:K00294,ko:K13821																							1.0																																		1.0																											
ko:K00335,ko:K18331																							1.0																																		1.0																											
ko:K00367																							1.0																																		1.0																											
ko:K00392																							1.0																																		1.0																											
ko:K00433,ko:K01259																							3.0																																		1.0																											
ko:K00469																							1.0																																		1.0																											
ko:K00616,ko:K08314																							2.0																																		2.0																											
ko:K00625,ko:K13788																							1.0	1.0					1.0							1.0	1.0		1.0							1.0											1.0			1.0		1.0		1.0																			1.0	
ko:K00691																							1.0																																		1.0																											
ko:K00762,ko:K13421																							1.0																																		1.0																											
ko:K00869																							1.0																																		1.0												1.0							1.0								
ko:K00968,ko:K00980,ko:K01841																							1.0																																																													
ko:K00979,ko:K19714																							1.0																																		1.0																											
ko:K01027,ko:K01028,ko:K01031,ko:K01034																							1.0																																		1.0																											
ko:K01071																							1.0								1.0																										1.0												1.0			1.0												
ko:K01144,ko:K05982																							1.0																																		1.0																											
ko:K01208,ko:K21575																							1.0																																		1.0																											
ko:K01284,ko:K01414																							1.0																																		1.0																											
ko:K01342,ko:K20276,ko:K20951,ko:K20952																							1.0																																																													
ko:K01447,ko:K11066																							1.0							1.0																						1.0					1.0																											1.0
ko:K01479,ko:K12255																							1.0																																		1.0																											
ko:K01488,ko:K19572																							1.0																																		1.0																											
ko:K01597																							1.0																																		1.0												1.0							1.0								
ko:K01641																							1.0				1.0																														1.0												1.0							1.0								
ko:K01654,ko:K21279																							1.0																																																													
ko:K01739,ko:K01758,ko:K01760																							1.0																																		1.0																											
ko:K01740,ko:K10764																							1.0																																		2.0																											
ko:K01745,ko:K10774																							1.0																																		1.0																											
ko:K01775,ko:K01929																							1.0																																		1.0																											
ko:K01776,ko:K19802																							1.0																																		1.0																											
ko:K01787																							1.0																																																													
ko:K01802,ko:K03767,ko:K03772																							3.0																																		3.0																											
ko:K01838																							1.0							1.0																											1.0																											1.0
ko:K01921,ko:K08884,ko:K12132																							1.0																																		1.0																											
ko:K01924,ko:K02558																							1.0																																		1.0																											
ko:K02100																							1.0								1.0																																																					
ko:K02117,ko:K08678,ko:K21636																							1.0																																																													
ko:K02304,ko:K07090																							1.0																																		1.0																											
ko:K02343,ko:K02451,ko:K06867,ko:K07268,ko:K08300																							1.0																																																													
ko:K02361,ko:K02552																							1.0										1.0	1.0																	1.0		1.0				1.0						1.0						2.0										1.0					
ko:K02584																							2.0																																			1.0																1.0										
ko:K02839																							1.0																			1.0				2.0											1.0																											
ko:K03116,ko:K03117																							1.0												1.0																						1.0									1.0															1.0			
ko:K03150																							1.0																																		1.0																											
ko:K03218,ko:K03437																							1.0																																		1.0																											
ko:K03270,ko:K21055,ko:K21749																							1.0																																																													
ko:K03289,ko:K11537																							1.0																																		1.0																											
ko:K03319																							1.0																								2.0					1.0					1.0	1.0																1.0										
ko:K03332																							1.0								4.0																										1.0																											
ko:K03442,ko:K05802																							1.0																																		1.0																											
ko:K03446,ko:K07552																							1.0																																		1.0																											
ko:K03519,ko:K11178																							1.0																																		1.0																											
ko:K03639,ko:K20967																							1.0																																		1.0																											
ko:K03657,ko:K03658																							1.0																																																													
ko:K03719,ko:K05800																							1.0																																		1.0																											
ko:K03748																							1.0																																		1.0																											
ko:K04516																							1.0																																		1.0																											
ko:K05776																							1.0																																		1.0																											
ko:K06974																							1.0																																		2.0																											
ko:K07387																							2.0							1.0																						1.0					1.0															1.0					1.0							
ko:K07480																							1.0																																		1.0																											
ko:K07501																							1.0																			1.0					1.0					1.0					1.0																				1.0							
ko:K07713																							1.0																																		1.0																											1.0
ko:K07786																							1.0																																		1.0																											
ko:K08156																							1.0																																		1.0																											
ko:K08280																							1.0																						1.0																1.0	1.0																	1.0					
ko:K08325																							1.0	1.0																																	1.0	1.0	1.0							1.0								1.0							1.0			
ko:K09011																							1.0																																		1.0																											
ko:K09065,ko:K13043																							1.0																																		1.0																											
ko:K09516																							1.0																																		1.0						1.0										1.0											
ko:K09650																							1.0																																		1.0																											
ko:K09808,ko:K09815																							1.0																																		1.0																											
ko:K09942,ko:K21449																							2.0																																																													
ko:K09994																							1.0																																		1.0																	1.0										
ko:K10206,ko:K14261																							1.0																																		1.0																											
ko:K11748																							1.0								3.0																																													1.0								
ko:K12573,ko:K12585																							1.0																																		1.0																											
ko:K12994,ko:K13001																							1.0																																																													
ko:K13001																							1.0																																		1.0																											
ko:K13005																							1.0						1.0							1.0	1.0									1.0														1.0				1.0																			1.0	
ko:K13695																							3.0																																		3.0																											
ko:K15531																							1.0							1.0																											1.0																											
ko:K15836																							1.0																																		1.0																											
ko:K15862																							1.0																																		1.0																											
ko:K16052																							1.0															1.0														1.0																																
ko:K16212																							1.0																																		1.0																											
ko:K16213																							1.0								1.0																										1.0																											1.0
ko:K16363																							1.0																																		1.0																											
ko:K16563																							1.0																																																													
ko:K17248																							1.0																																		1.0																											
ko:K18139,ko:K18300																							1.0																																		1.0																											
ko:K18333																							2.0									1.0										1.0															1.0																											
ko:K18785																							1.0								1.0																										1.0																											
ko:K18889																							1.0							1.0	1.0																										1.0																											1.0
ko:K18890																							1.0							1.0	1.0																										1.0																											
ko:K18909																							1.0								1.0																																																					
ko:K19172																							1.0																																																													
ko:K20885																							2.0								1.0																										1.0											1.0																
ko:K21571																							1.0																																		2.0																											
ko:K21572																							33.0																																		33.0																											
ko:K21573																							1.0																																		2.0																											
ko:K00001,ko:K13954																								1.0															1.0					1.0					1.0	1.0									1.0								1.0																	
ko:K00845,ko:K00847																								1.0					1.0							1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K01426,ko:K01455																								1.0					2.0							2.0	2.0						1.0	1.0					1.0				1.0							2.0				2.0			2.0					2.0											2.0	
ko:K01448,ko:K02395,ko:K17733																								1.0																																																												
ko:K01476,ko:K01480,ko:K12255																								1.0																																																												
ko:K01768,ko:K01769																								1.0					1.0							1.0	1.0		1.0					1.0		1.0														1.0				1.0																			1.0	
ko:K01777,ko:K12658																								1.0																									1.0																																			1.0
ko:K01990,ko:K19340																								1.0					1.0							1.0	1.0		1.0					1.0			1.0		1.0	1.0								1.0		1.0				1.0																			1.0	1.0
ko:K01992,ko:K19341																								1.0					1.0							1.0	1.0		1.0					1.0			1.0		1.0	1.0		1.0						1.0		1.0				1.0																			1.0	1.0
ko:K02026,ko:K17317																								1.0					1.0			1.0				1.0	1.0	1.0	1.0					1.0		1.0			1.0	1.0										1.0		1.0		1.0			1.0											1.0					1.0	
ko:K02027,ko:K02529																								1.0																																																												
ko:K02028,ko:K02029,ko:K09972,ko:K10010																								1.0					1.0								1.0		1.0							1.0														1.0																							1.0	
ko:K02028,ko:K10010,ko:K16963																								1.0															1.0																							1.0																						
ko:K02029,ko:K10009,ko:K16962																								1.0																										1.0												1.0																						
ko:K02035,ko:K15584																								1.0																																													1.0					1.0										
ko:K02055,ko:K05777																								1.0		1.0					1.0								1.0																																													
ko:K02189,ko:K05934																								1.0															1.0											1.0																	1.0																	
ko:K02283,ko:K03196																								1.0								1.0							1.0								1.0		1.0													1.0																						
ko:K03119,ko:K07256																								1.0					1.0							1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K03392,ko:K07045,ko:K14333,ko:K15063,ko:K20941																								1.0																																																												
ko:K03577,ko:K18135																								1.0					1.0							1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K03585,ko:K18901																								1.0																										1.0																	1.0																	
ko:K03852																								1.0					1.0							1.0	1.0		1.0							1.0						1.0								1.0		1.0		1.0																			1.0	
ko:K04338																								1.0						1.0																																															1.0							
ko:K04747																								1.0		1.0			1.0							1.0	1.0		2.0							1.0														1.0		1.0		1.0																			1.0	
ko:K05778																								1.0		1.0													1.0																																													
ko:K05779																								1.0		1.0													1.0																																													
ko:K05964																								1.0																									1.0																																			
ko:K06214																								1.0						1.0																										1.0																					1.0							
ko:K07255																								2.0					1.0			1.0				1.0	1.0		1.0							1.0	1.0													1.0		1.0		1.0																			1.0	
ko:K07265																								1.0					1.0							1.0	1.0		2.0	1.0						1.0														1.0		1.0		1.0																1.0			1.0	
ko:K07266																								1.0												2.0			1.0	1.0																						1.0																		1.0				
ko:K07505																								1.0	1.0																																																							1.0				
ko:K07666,ko:K07774																								1.0																																																						1.0						
ko:K09688																								2.0												2.0			2.0							1.0																2.0		1.0																				
ko:K09689																								1.0												1.0			1.0							1.0						1.0										1.0		1.0																				
ko:K09988																								1.0	1.0				1.0		2.0					1.0	1.0		1.0					1.0		1.0	1.0		1.0											1.0				1.0														1.0					1.0	
ko:K10021																								1.0					1.0								1.0		2.0							1.0				2.0										1.0		2.0		1.0																			1.0	
ko:K10709																								1.0												1.0																												1.0																				
ko:K10710																								1.0												1.0			1.0							1.0				1.0												1.0		1.0				1.0																
ko:K10711																								1.0																																						1.0																						
ko:K11743																								1.0					1.0							1.0	1.0		1.0							1.0														1.0				1.0																			1.0	
ko:K12340,ko:K12543																								1.0					1.0							1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K13641,ko:K19333																								1.0		1.0			1.0						1.0	1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K15782																								1.0					2.0							2.0	2.0		2.0					1.0		1.0			1.0										1.0	2.0				2.0																			2.0	
ko:K17224																								1.0																																																			1.0									
ko:K17680																								1.0	1.0																																																											
ko:K18457																								1.0																			1.0						1.0																																			
ko:K19286																								1.0																																																												
ko:K19510																								1.0												1.0			1.0							1.0				1.0												1.0		1.0				2.0																
ko:K20267																								1.0		2.0			1.0			1.0					1.0							1.0		1.0				2.0										1.0		1.0		1.0			1.0				1.0							1.0					1.0	
ko:K20966																								1.0					1.0							1.0	1.0		1.0							1.0														1.0		1.0		1.0																			1.0	
ko:K22130																								2.0		1.0			1.0							1.0	1.0			1.0						1.0				1.0										1.0						1.0									1.0								1.0	
ko:K22229																								1.0																																																												
ko:K00015,ko:K00050,ko:K00090																									1.0				1.0							1.0	1.0		1.0					1.0		2.0	1.0		3.0	1.0										1.0		1.0		1.0			1.0													1.0			1.0	
ko:K00059,ko:K00216																									1.0																																																											
ko:K00128,ko:K09472																									3.0				1.0			1.0	1.0			1.0	1.0		1.0							1.0	1.0		1.0											1.0				1.0																			1.0	
ko:K00135,ko:K00146																									1.0																																				1.0																							
ko:K00179																									1.0		1.0																	1.0					1.0			1.0															1.0				1.0	2.0								1.0				
ko:K00611,ko:K13252																									1.0							1.0												1.0			1.0															1.0																						
ko:K00633																									1.0																						1.0			1.0												1.0					1.0																	
ko:K01178,ko:K14645,ko:K18546																									1.0																																																											
ko:K01420,ko:K15861																									1.0				1.0			1.0					1.0							2.0			1.0		1.0											1.0															1.0								1.0	
ko:K01710,ko:K01784,ko:K12450																									1.0																																																											
ko:K01991,ko:K16552																									1.0																						1.0																																					
ko:K01995,ko:K11962																									1.0																																																											
ko:K01997,ko:K11960																									1.0																																																											
ko:K02028,ko:K02029,ko:K09972,ko:K10038																									1.0	1.0																																																										
ko:K02051,ko:K15598																									1.0																																																											
ko:K02466																									1.0																			1.0			1.0		1.0																																			
ko:K02549,ko:K19802,ko:K21617																									1.0																																																											
ko:K02768,ko:K08483,ko:K11183																									1.0																			1.0			1.0		1.0																																			
ko:K02781																									1.0													1.0						1.0			1.0		1.0																																			
ko:K02782,ko:K02783																									1.0													1.0						1.0			1.0		1.0																																			
ko:K02783																									1.0													1.0						1.0			1.0		1.0																																			
ko:K03750,ko:K07219																									1.0								1.0											1.0			1.0		1.0		1.0																								1.0				1.0					
ko:K04101,ko:K05713																									1.0																						1.0																									1.0												
ko:K04771,ko:K04772																									1.0																											1.0																																
ko:K06857																									1.0					1.0														1.0			1.0		1.0									1.0														1.0		1.0	1.0		1.0							1.0
ko:K06859																									1.0																																									1.0															1.0			
ko:K06867,ko:K08738,ko:K21440																									1.0																																																											
ko:K06922																									1.0										1.0																																			1.0														
ko:K07012																									1.0																						1.0																																					
ko:K07041																									1.0																			1.0			1.0		1.0																																			
ko:K07772																									1.0							1.0															1.0																																					
ko:K10323																									1.0																																																											
ko:K10439,ko:K11930																									1.0							1.0														1.0	1.0															1.0																						
ko:K10535																									1.0																						1.0																																					
ko:K10538																									1.0				1.0							1.0	1.0		1.0							1.0				1.0										1.0				1.0																			1.0	
ko:K12976,ko:K16079																									1.0																																																											
ko:K15054																									1.0																																																											
ko:K15584																									1.0													1.0	1.0							1.0																1.0																						
ko:K19117																									1.0																						1.0																																					
ko:K19118																									1.0																						1.0																																					
ko:K19119																									1.0																						1.0																																					
ko:K21309																									1.0							1.0												1.0			1.0		1.0																																			
ko:K21323																									1.0																															1.0																		1.0										
ko:K21607,ko:K21832																									1.0																																																											
ko:K21832,ko:K22343																									1.0	1.0						1.0												1.0			1.0		1.0																													1.0						
ko:K22344																									1.0							1.0												1.0			1.0		1.0				1.0																															
ko:K00141,ko:K21802																										1.0																		1.0																																	1.0							
ko:K00479,ko:K14748																										1.0																																																										
ko:K00480,ko:K14974																										1.0																																																										
ko:K00625																										1.0																										2.0																			1.0							1.0						
ko:K01014																										1.0																												1.0																														
ko:K01115																										1.0																								2.0			2.0	1.0															1.0								1.0	1.0						
ko:K01179,ko:K06889,ko:K10773,ko:K15853																										1.0																		1.0																																								
ko:K01480,ko:K18459																										1.0						1.0																	1.0	1.0																											1.0							
ko:K01784,ko:K08678,ko:K12454,ko:K17947																										1.0																																																										
ko:K02022,ko:K12534,ko:K16300																										1.0																																																										
ko:K02031,ko:K02032,ko:K10823																										1.0																																																										
