	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K02029,ko:K02030				Root236|1750				Root1257|3033																							Root444D2|5556,Root444D2|6322		Root240|189	Root22|1222									Root101|341,Root101|1890		Root1464|3387						Root190|2545		Root265|2116,Root265|4221		Root180|337							Root1212|949	Root1295|5916			Root322|2099,Root322|2645,Root322|2957		Root1293|182,Root1293|2232	Root136|5719				Root122|2578,Root122|3759			Root1310|79,Root1310|204			Root614|174		Root1433D1|2370,Root1433D1|2637,Root1433D1|3114	Root151|3325		
ko:K02029,ko:K02424,ko:K10009				Root236|2180		Root495|70		Root1257|3287					Root181|4117																						Root53|112								Root101|2245		Root1464|474								Root265|4026		Root180|1924											Root322|1446		Root1293|2978	Root136|5984												Root1433D1|499			
ko:K02030,ko:K02424,ko:K17073				Root236|1751				Root1257|3032																										Root22|1223											Root1464|3386										Root180|338							Root1212|950	Root1295|5917			Root322|2100		Root1293|183					Root122|3758			Root1310|203,Root1310|7529					Root1433D1|3115			
ko:K02033,ko:K15581				Root236|1146		Root495|1770				Root107|263,Root107|268		Root916|2834										Root1304|82,Root1304|94						Root431|1498,Root431|1511							Root53|579						Root559|3632	Root1280|3635	Root101|586		Root1464|3516			Root667|1711															Root1295|443,Root1295|450,Root1295|1055			Root322|1024		Root1293|1301	Root136|3592,Root136|3701							Root1310|2620					Root1433D1|69			
ko:K02056,ko:K10441				Root236|3063				Root1257|1916		Root107|6476							Root1238|4651					Root1304|2965		Root482|2576					Root74|4015				Root240|1581	Root22|1743		Root558|3520	Root1298|4751		Root1252|5850					Root102|421	Root1464|369,Root1464|3235				Root172|918	Root1203|2246	Root190|849		Root265|5419		Root180|2126			Root70|4316		Root954|6955	Root61|2176		Root1295|7797	Root423|4787				Root1293|3106		Root332|168		Root318D1|1197	Root122|897	Root217|2390		Root1310|736,Root1310|5875		Root1240|4311	Root614|1907		Root1433D1|738		Root1312|4497	
ko:K02056,ko:K10441,ko:K10539				Root236|1795																																																																																
ko:K02056,ko:K10554				Root236|1186						Root107|4939																													Root1252|4799				Root101|3399		Root1464|898								Root265|2183															Root1293|2926		Root332|978						Root1310|811								
ko:K02057,ko:K10440,ko:K17209				Root236|3065				Root1257|1918		Root107|6478												Root1304|2967											Root240|1579	Root22|1745											Root1464|367								Root265|5421		Root180|2124						Root61|2174							Root1293|3108					Root122|899			Root1310|734			Root614|1905		Root1433D1|736			
ko:K02058,ko:K10543				Root236|299		Root495|1504		Root1257|4478																									Root240|3080										Root101|2203								Root190|1635				Root180|700						Root61|1109		Root1295|6376,Root1295|6790		Root456|1103								Root122|3067,Root122|3362						Root614|1345			Root151|564		
ko:K02058,ko:K10559				Root236|3409				Root1257|5094																									Root240|1615																		Root190|876				Root180|2138						Root61|1877							Root1293|2772														Root151|337		
ko:K02069				Root236|3				Root1257|1185		Root107|2582			Root181|1664		Root11|5865													Root431|123		Root133|4450													Root101|391									Root170|1066									Root61|2956		Root1295|3394,Root1295|5010		Root456|2109			Root1293|1668																
ko:K02083,ko:K06016				Root236|2083				Root1257|3262		Root107|697			Root181|669				Root1238|1336					Root1304|5021						Root431|3751		Root133|4567	Root444D2|173		Root240|4168		Root53|164,Root53|2709								Root101|2163								Root190|3937	Root170|1859						Root70|626			Root61|2957		Root1295|2830		Root456|3151							Root318D1|4684	Root122|298	Root217|4265		Root1310|1467	Root189|2452		Root614|2762			Root151|3005		Root198D2|1771,Root198D2|3463
ko:K02109,ko:K02113				Root236|1232		Root495|1809		Root1257|1254		Root107|53			Root181|1489									Root1304|4242						Root431|1744					Root240|426	Root22|2563	Root53|1735								Root101|524		Root1464|3337						Root190|4541		Root265|4612		Root180|1642						Root61|3574		Root1295|185		Root456|225	Root322|805		Root1293|233	Root136|2815	Root332|1890			Root122|2095			Root1310|2884			Root614|384		Root1433D1|2038	Root151|4578		
ko:K02114				Root236|1228	Root179|876	Root495|1805	Root68|2895	Root1257|1250	Root480|2164	Root107|49	Root630|2372	Root916|2633	Root181|1496		Root11|3740	Root1472|2319	Root1238|470			Root569|2481		Root1304|4246	Root935|537					Root431|1748		Root133|2419	Root444D2|6445		Root240|422	Root22|2559	Root53|1739			Root920|532			Root559|982	Root1280|2931	Root101|520		Root1464|3333			Root667|1512			Root190|4545	Root170|4179	Root265|4616	Root1277|3195	Root180|1638	Root1455|905	Root186|4569	Root70|4494			Root61|3578		Root1295|181		Root456|219	Root322|801		Root1293|237	Root136|2811	Root332|1894		Root318D1|3429	Root122|2091	Root217|5406		Root1310|2888	Root189|195		Root614|380		Root1433D1|2034	Root151|4582		Root198D2|934
ko:K02226				Root236|1406		Root495|2081		Root1257|1174	Root480|1839	Root107|2026,Root107|5116		Root916|3663	Root181|2461				Root1238|4358	Root1471|431				Root1304|1178	Root935|2814		Root552|2212		Root154|2556	Root431|576		Root133|6109			Root240|867	Root22|3005							Root559|3148		Root101|1676				Root157|1031	Root667|3397	Root172|4851	Root1203|6427	Root190|3251		Root265|5353				Root186|930	Root70|2326					Root1295|5493,Root1295|6796		Root456|727		Root1220|2508	Root1293|2425	Root136|1937			Root318D1|3930	Root122|2835	Root217|3090	Root123D2|838	Root1310|1210,Root1310|5312,Root1310|7064	Root189|511		Root614|1026	Root1294|2557		Root151|243		Root198D2|5739
ko:K02226,ko:K22316				Root236|80		Root495|879		Root1257|4364		Root107|2613												Root1304|1643						Root431|60					Root240|3906	Root22|2097																	Root190|4304		Root265|2763										Root1295|4953		Root456|645				Root136|4412							Root1310|587			Root614|2462			Root151|2870		
ko:K02237				Root236|3861	Root179|2243	Root495|774		Root1257|4903	Root480|1518	Root107|2326	Root630|223	Root916|2356	Root181|3416		Root11|4610		Root1238|5696			Root569|5128		Root1304|1387						Root431|361		Root133|5983	Root444D2|697		Root240|2520	Root22|2017	Root53|2454			Root920|2608			Root559|630	Root1280|3264	Root101|267		Root1464|1305			Root667|990			Root190|2288	Root170|1919	Root265|2572		Root180|1018			Root70|1813			Root61|388		Root1295|5228		Root456|3470	Root322|204		Root1293|937	Root136|4664	Root332|2011		Root318D1|4840	Root122|2013	Root217|1803		Root1310|933	Root189|2986		Root614|4185		Root1433D1|1452	Root151|4652		Root198D2|4393
ko:K02302,ko:K02303,ko:K13542				Root236|1977		Root495|2717							Root181|1992										Root935|1725,Root935|2624																														Root265|5776				Root186|1448,Root186|3750								Root456|1964																			
ko:K02348				Root236|1070		Root495|1723	Root68|2617	Root1257|3597				Root916|1687					Root1238|4592			Root569|1148			Root935|664,Root935|3310	Root482|2083		Root149|1356				Root133|2461					Root53|1773			Root920|2406			Root559|2319		Root101|3055					Root667|397		Root1203|1207		Root170|1813	Root265|1528				Root186|3536	Root70|1747									Root1220|846		Root136|1379				Root122|983	Root217|1850				Root1240|1766				Root151|1115		Root198D2|5546
ko:K02351,ko:K07245				Root236|600		Root495|1278		Root1257|751		Root107|6286			Root181|266,Root181|2245									Root1304|5423						Root431|936					Root240|336	Root22|518	Root53|250								Root101|2494,Root101|3344,Root101|4004		Root1464|1101						Root190|2661,Root190|4054,Root190|4073		Root265|2443		Root180|2566						Root61|2597		Root1295|7405		Root456|3099	Root322|2015,Root322|2870,Root322|2873		Root1293|2561	Root136|4757	Root332|511			Root122|3844			Root1310|7363			Root614|294		Root1433D1|1088	Root151|1797		
ko:K02405,ko:K03090				Root236|2482		Root495|1950		Root1257|2024,Root1257|4275,Root1257|5055					Root181|899,Root181|1089,Root181|2243																				Root240|3360										Root101|273,Root101|1910								Root190|1400																						Root122|975						Root614|3394,Root614|4625			Root151|41		
ko:K02428,ko:K02499				Root236|3395		Root495|2390		Root1257|1832		Root107|360			Root181|4075		Root11|6519							Root1304|5053						Root431|3721			Root444D2|6555		Root240|2903	Root22|2786	Root53|666			Root920|3401					Root101|2836		Root1464|3609						Root190|1907		Root265|1141		Root180|760						Root61|1041		Root1295|2799		Root456|3293	Root322|1107		Root1293|1381	Root136|2312	Root332|1125			Root122|2317			Root1310|1503			Root614|1181		Root1433D1|160	Root151|4010		
ko:K02440				Root236|3902			Root68|2148			Root107|5978					Root11|4459,Root11|6602					Root569|103		Root1304|3813						Root431|4100						Root22|1725,Root22|3000	Root53|973			Root920|1141							Root1464|1444,Root1464|2069								Root265|5775										Root1295|2356,Root1295|7269		Root456|971	Root322|589		Root1293|825		Root332|120						Root1310|6138,Root1310|7564,Root1310|7737				Root1294|760	Root1433D1|1830			
ko:K02445				Root236|2072		Root495|3312	Root68|2431,Root68|3817	Root1257|3245							Root11|3786,Root11|4886					Root569|1340													Root240|3677					Root920|3463					Root101|1488		Root1464|782,Root1464|3045						Root190|4736		Root265|4941			Root1455|3466													Root136|1538										Root614|2383			Root151|3023		
ko:K02446				Root236|3507		Root495|510		Root1257|3835		Root107|298			Root181|1235		Root11|5018,Root11|5842							Root1304|131						Root431|1454			Root444D2|1513,Root444D2|3018		Root240|3509		Root53|622			Root920|505					Root101|783		Root1464|3560						Root190|1348		Root265|4284		Root180|799						Root61|995		Root1295|536		Root456|3384	Root322|1060		Root1293|1344	Root136|2216	Root332|1166			Root122|2412			Root1310|2538			Root614|1443		Root1433D1|107	Root151|380		
ko:K02476				Root236|652,Root236|3400		Root495|918		Root1257|4228		Root107|3945			Root181|561,Root181|4458									Root1304|5905						Root431|3296			Root444D2|2984		Root240|2709,Root240|4191		Root53|2375								Root101|320,Root101|2176								Root190|3919		Root265|952,Root265|4229,Root265|5246										Root1295|7038		Root456|3119	Root322|819,Root322|1487			Root136|2010				Root122|1581,Root122|2796			Root1310|4915			Root614|1129,Root614|2788		Root1433D1|547,Root1433D1|2050	Root151|1642,Root151|2111		
ko:K02478				Root236|2753		Root495|2760		Root1257|3665					Root181|3447				Root1238|3205					Root1304|2223								Root133|4178			Root240|1813	Root22|3394									Root101|3612		Root1464|2943						Root190|2868		Root265|4391										Root1295|3857		Root456|2707	Root322|2719		Root1293|2375	Root136|6078	Root332|440,Root332|1366			Root122|3499			Root1310|7361			Root614|3771		Root1433D1|2435	Root151|1268		
ko:K02479				Root236|3577		Root495|2132		Root1257|1381		Root107|6889	Root630|2751		Root181|1428,Root181|1866		Root11|1919,Root11|5111							Root1304|1018						Root431|742		Root133|2225	Root444D2|848		Root240|2864					Root920|1146			Root559|1884		Root101|1238					Root667|2681			Root190|4724												Root1295|5696		Root456|475		Root1220|1764						Root122|2865			Root1310|1396			Root614|980			Root151|270		Root198D2|1146
ko:K02483,ko:K07667				Root236|3705		Root495|628		Root1257|1179		Root107|2245			Root181|3232									Root1304|5523,Root1304|6343						Root431|3257					Root240|3714	Root22|1195	Root53|2210								Root101|2785,Root101|3076		Root1464|642						Root190|3224		Root265|1116		Root180|2724						Root61|2442		Root1295|718,Root1295|7002		Root456|305	Root322|2567		Root1293|866	Root136|1493				Root122|3766			Root1310|4950			Root614|2367,Root614|4869		Root1433D1|2291	Root151|2673		
ko:K02492				Root236|1877	Root179|276	Root495|2629	Root68|2312	Root1257|3514	Root480|1424	Root107|1051	Root630|1391	Root916|3840	Root181|3791		Root11|4473		Root1238|1908			Root569|488		Root1304|5350	Root935|638,Root935|4157					Root431|3411		Root133|2468	Root444D2|2722		Root240|1366	Root22|564	Root53|61			Root920|3044			Root559|3305	Root1280|848,Root1280|849	Root101|3761		Root1464|854			Root667|3896			Root190|376	Root170|4959	Root265|3036		Root180|640		Root186|3559	Root70|470			Root61|2920		Root1295|8045		Root456|1453	Root322|1844		Root1293|2711	Root136|2590	Root332|618		Root318D1|1455	Root122|1066	Root217|1447		Root1310|1965	Root189|3176		Root614|4066		Root1433D1|914	Root151|1135		Root198D2|5558
ko:K02548				Root236|1853		Root495|434		Root1257|3500					Root181|3775		Root11|494,Root11|2889								Root935|2950										Root240|1353	Root22|1772	Root53|1659			Root920|3632					Root101|3909		Root1464|607						Root190|361		Root265|3008		Root180|2012		Root186|4261				Root61|1571				Root456|1430	Root322|1573		Root1293|2870	Root136|2564	Root332|316			Root122|1080						Root614|4080		Root1433D1|630	Root151|1118		
ko:K02549				Root236|1849		Root495|438		Root1257|1408,Root1257|3497		Root107|7340			Root181|2815,Root181|3767		Root11|2895																		Root240|1344	Root22|1779	Root53|1653,Root53|2195			Root920|3638		Root710|3348			Root101|3902		Root1464|611,Root1464|2221						Root190|352		Root265|549,Root265|5061		Root180|2021,Root180|2401						Root61|514,Root61|1579,Root61|2896				Root456|1422	Root322|1185,Root322|2983		Root1293|2867,Root1293|3246	Root136|5725	Root332|319			Root122|406,Root122|1087						Root614|4089		Root1433D1|229,Root1433D1|2658	Root151|1113		
ko:K02551				Root236|1848		Root495|439		Root1257|3496					Root181|3765		Root11|2891								Root935|2946										Root240|1343	Root22|1780	Root53|1662			Root920|3634					Root101|3893		Root1464|604						Root190|351		Root265|5067		Root180|2009	Root1455|4553	Root186|4257				Root61|1568				Root456|1420	Root322|1543		Root1293|2873	Root136|2554	Root332|313			Root122|1088						Root614|4090		Root1433D1|603	Root151|1112		
ko:K02552				Root236|1838		Root495|445		Root1257|3488					Root181|3764		Root11|2890																			Root22|1783	Root53|1515			Root920|3633					Root101|3891		Root1464|602										Root180|2003						Root61|1561				Root456|1419	Root322|1541		Root1293|2875		Root332|311			Root122|1091								Root1433D1|601	Root151|3579		
ko:K02563,ko:K03588				Root236|186		Root495|1053		Root1257|669		Root107|5513			Root181|3326									Root1304|1851						Root431|2273					Root240|255	Root22|770	Root53|1202								Root101|175		Root1464|1265						Root190|2592		Root265|5263		Root180|926						Root61|104		Root1295|4743		Root456|2125	Root322|77		Root1293|491	Root136|6120	Root332|2348			Root122|3726			Root1310|363			Root614|226		Root1433D1|1325	Root151|1885		
ko:K02566				Root236|3320		Root495|2508		Root1257|2281		Root107|1970			Root181|411									Root1304|1158						Root431|598						Root22|3155	Root53|2246								Root101|59		Root1464|2975								Root265|456,Root265|3117		Root180|2427						Root61|2786		Root1295|5520		Root456|3216	Root322|1872		Root1293|2397	Root136|2801	Root332|459			Root122|3259			Root1310|1237					Root1433D1|942			
ko:K02609				Root236|3215		Root495|2888	Root68|4669	Root1257|790		Root107|2834			Root181|3245									Root1304|3486						Root431|5404		Root133|4261			Root240|2925		Root53|961					Root710|3757			Root101|3820		Root1464|2787						Root190|189	Root170|1946			Root180|356						Root61|3332		Root1295|1850		Root456|2834	Root322|3224		Root1293|2498				Root318D1|1835	Root122|2195	Root217|5615	Root123D2|3960	Root1310|3932,Root1310|4221,Root1310|5583	Root189|4600		Root614|4031	Root1294|3278	Root1433D1|2905	Root151|1764		Root198D2|2275
ko:K02610				Root236|3216		Root495|2887	Root68|4670	Root1257|789		Root107|2835			Root181|3244									Root1304|3485						Root431|5405					Root240|2924		Root53|960					Root710|3756			Root101|3821		Root1464|2786						Root190|188	Root170|1947			Root180|357						Root61|3333		Root1295|1851		Root456|2835	Root322|3223		Root1293|2497				Root318D1|1834	Root122|2194	Root217|5616	Root123D2|3961	Root1310|4222,Root1310|5584	Root189|4599		Root614|4032	Root1294|3279	Root1433D1|2904	Root151|1765		Root198D2|2274
ko:K02611				Root236|3217		Root495|2886	Root68|4671	Root1257|788		Root107|2836			Root181|3243									Root1304|3484						Root431|5406		Root133|4259			Root240|2923		Root53|959					Root710|3755			Root101|3822		Root1464|2785						Root190|187	Root170|1948			Root180|358						Root61|3334		Root1295|1852		Root456|2836	Root322|3222		Root1293|2496				Root318D1|1833	Root122|2193	Root217|5617	Root123D2|3962	Root1310|4223,Root1310|5585	Root189|4598		Root614|4033	Root1294|3280	Root1433D1|2903	Root151|1766		Root198D2|2273
ko:K02612				Root236|3218		Root495|2885	Root68|4672	Root1257|787		Root107|2837			Root181|3242									Root1304|3483						Root431|5407		Root133|4258			Root240|2922		Root53|958					Root710|3754			Root101|3823		Root1464|2784						Root190|186	Root170|1949			Root180|359						Root61|3335		Root1295|1853		Root456|2837	Root322|3221		Root1293|2495				Root318D1|1832	Root122|2192	Root217|5618	Root123D2|3963	Root1310|3931,Root1310|4224,Root1310|5586	Root189|4597		Root614|4034	Root1294|3281	Root1433D1|2902	Root151|1767		Root198D2|2272
ko:K02613				Root236|3191,Root236|3219		Root495|2884	Root68|4673	Root1257|786		Root107|2838			Root181|3241									Root1304|3482	Root935|743		Root552|788			Root431|5408		Root133|4257		Root100|1279	Root240|620,Root240|2339,Root240|2921		Root53|957				Root1252|4527				Root101|3824		Root1464|2783	Root278|5765					Root190|185,Root190|2933	Root170|1950	Root265|996		Root180|360		Root186|3456				Root61|3336		Root1295|1854		Root456|2838	Root322|3220		Root1293|2494				Root318D1|1831	Root122|2191	Root217|5619	Root123D2|3964	Root1310|4225,Root1310|5587	Root189|4596		Root614|3685,Root614|4035,Root614|4587		Root1433D1|2901	Root151|1768		Root198D2|2271
