	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K07506	Root241|2819	Root381|671,Root381|839	Root105|3643		Root179|2605,Root179|2701,Root179|2972		Root68|1472,Root68|4159,Root68|4991,Root68|5130		Root480|782		Root630|2750,Root630|3610	Root916|496,Root916|2480,Root916|2769,Root916|3809				Root1472|1618	Root1238|3011		Root491|4975	Root569|4139,Root569|4247,Root569|5592				Root482|2715		Root149|193,Root149|710,Root149|1965,Root149|4401,Root149|4592	Root154|1376	Root431|3545	Root74|1681,Root74|2774	Root133|474,Root133|3420,Root133|5893	Root444D2|776					Root558|934,Root558|2152,Root558|5388	Root1298|1505,Root1298|2853		Root1252|2638,Root1252|3269,Root1252|4098,Root1252|5784	Root710|3167,Root710|3199,Root710|3221	Root559|1119,Root559|2843,Root559|3278,Root559|3732			Root102|2472,Root102|3979		Root278|1349,Root278|1856,Root278|1857,Root278|2501,Root278|3633,Root278|4773		Root667|1339,Root667|1651,Root667|3203,Root667|3268	Root172|2980,Root172|4642	Root1203|3029,Root1203|4702,Root1203|4848,Root1203|5021		Root170|4354					Root186|3333			Root954|1311,Root954|1712		Root1212|1223,Root1212|3739		Root423|1590,Root423|2810,Root423|5342			Root1220|1520				Root564|1029,Root564|1045	Root318D1|364			Root123D2|990		Root189|4511	Root1240|321,Root1240|503,Root1240|1487,Root1240|3147,Root1240|4176,Root1240|4180		Root1294|860,Root1294|879,Root1294|899,Root1294|3239			Root1312|1560,Root1312|3071	Root198D2|2825,Root198D2|4682,Root198D2|5182
ko:K07516	Root241|1344	Root381|1026			Root179|2959				Root480|778		Root630|3599	Root916|1018		Root670|4013	Root11|5804	Root1472|822,Root1472|5138	Root1238|4045,Root1238|5374						Root935|1833	Root482|2397	Root552|590		Root154|3938		Root74|4079	Root133|5369,Root133|6008	Root444D2|5360					Root558|3598	Root1298|4815	Root920|875	Root1252|4471	Root710|1320,Root710|1729,Root710|2452	Root559|1814			Root102|1003		Root278|3586	Root157|224	Root667|2629	Root172|3962			Root170|2473		Root1277|2728,Root1277|3462		Root1455|533	Root186|1337	Root70|1755,Root70|2312,Root70|2434		Root954|6891				Root423|4851			Root1220|3122					Root318D1|995,Root318D1|1025,Root318D1|2852		Root217|1842,Root217|2966,Root217|4822	Root123D2|3371		Root189|1614,Root189|2048,Root189|3302,Root189|4915			Root1294|3356,Root1294|3706			Root1312|4561	Root198D2|1310,Root198D2|2479
ko:K07552	Root241|112	Root381|83,Root381|3955,Root381|4367	Root105|1467,Root105|2973		Root179|2103		Root68|1534,Root68|2518	Root1257|2486	Root480|171	Root107|2819	Root630|2978	Root916|277	Root181|2496	Root670|511,Root670|4173,Root670|4251	Root11|6072	Root1472|727,Root1472|3440	Root1238|4453,Root1238|5355	Root1471|574,Root1471|1568	Root491|3052,Root491|4883	Root569|1249,Root569|1438,Root569|3214,Root569|5230	Root685|378,Root685|2927,Root685|4095	Root1304|1656		Root482|1897,Root482|1898	Root552|2996	Root149|1223	Root154|3989	Root431|5772	Root74|292,Root74|1304,Root74|1305,Root74|2023	Root133|2893,Root133|4130	Root444D2|945,Root444D2|3343	Root100|51,Root100|277,Root100|1092	Root240|2562	Root22|1882,Root22|2857	Root53|1575,Root53|1586	Root558|291,Root558|831,Root558|832,Root558|2806	Root1298|292,Root1298|1269,Root1298|1270,Root1298|2017	Root920|30	Root1252|1185,Root1252|1665,Root1252|1666,Root1252|3801	Root710|1043,Root710|1644	Root559|3355	Root1280|86,Root1280|368,Root1280|1317	Root101|3078	Root102|2822,Root102|4350	Root1464|2258	Root278|2378,Root278|3232,Root278|4987,Root278|4988	Root157|2662	Root667|2994	Root172|88,Root172|3364	Root1203|1001,Root1203|1002,Root1203|6466	Root190|2247	Root170|2110	Root265|1640,Root265|4488	Root1277|1761	Root180|376,Root180|3041	Root1455|1376,Root1455|2215		Root70|2223	Root635|921	Root954|4737,Root954|5524,Root954|6087,Root954|6088	Root61|1450,Root61|2036	Root1212|3041,Root1212|3042,Root1212|4158	Root1295|4934	Root423|288,Root423|1754,Root423|5786,Root423|5787	Root456|3232	Root322|1162,Root322|1426	Root1220|956,Root1220|957	Root1293|3235		Root332|249	Root564|900,Root564|913,Root564|1304,Root564|3409	Root318D1|2293,Root318D1|2499	Root122|1134	Root217|680,Root217|1869	Root123D2|282,Root123D2|657,Root123D2|4259	Root1310|566,Root1310|3886,Root1310|4995	Root189|3610,Root189|3697	Root1240|1846,Root1240|1920	Root614|4228	Root1294|2741	Root1433D1|206,Root1433D1|479	Root151|4219,Root151|4567	Root1312|292,Root1312|1267,Root1312|1268,Root1312|2072	Root198D2|1891,Root198D2|2788
ko:K07566	Root241|268	Root381|309	Root105|386	Root236|1238	Root179|594	Root495|1815	Root68|2861	Root1257|1261	Root480|2231	Root107|61	Root630|658	Root916|1539	Root181|1481	Root670|728	Root11|5010	Root1472|4170	Root1238|2886	Root1471|232	Root491|761	Root569|2519	Root685|4052	Root1304|4234,Root1304|6675	Root935|3702	Root482|1171	Root552|2153	Root149|578	Root154|893	Root431|1736	Root74|3178,Root74|6539	Root133|4362	Root444D2|6427	Root100|1886	Root240|433	Root22|2569	Root53|1729	Root558|2475	Root1298|3532,Root1298|6549	Root920|517	Root1252|11	Root710|575	Root559|2186	Root1280|2943	Root101|532	Root102|310	Root1464|3343	Root278|811	Root157|815	Root667|259	Root172|810	Root1203|384	Root190|4534	Root170|3690	Root265|4606	Root1277|380	Root180|1648	Root1455|342	Root186|3030	Root70|1023	Root635|254	Root954|988,Root954|6449	Root61|3568	Root1212|505	Root1295|193	Root423|3133	Root456|234	Root322|811	Root1220|2241	Root1293|227	Root136|2822	Root332|1884	Root564|2030	Root318D1|3315	Root122|2102	Root217|3718	Root123D2|2274	Root1310|2876	Root189|2947	Root1240|855	Root614|391	Root1294|1996	Root1433D1|2044	Root151|4571	Root1312|3877,Root1312|6659	Root198D2|4689
ko:K07568	Root241|2591	Root381|3114	Root105|3090	Root236|1193	Root179|2268		Root68|395	Root1257|499	Root480|3101	Root107|4850	Root630|368	Root916|3420	Root181|2960	Root670|2166	Root11|4520	Root1472|607	Root1238|2506,Root1238|4570	Root1471|1094	Root491|3035	Root569|4280	Root685|507		Root935|271	Root482|1779	Root552|1944	Root149|1379	Root154|2167		Root74|5594	Root133|4034	Root444D2|2670	Root100|1361				Root558|3461	Root1298|4225	Root920|2999	Root1252|1768	Root710|962	Root559|376	Root1280|1212		Root102|3986		Root278|5962	Root157|3133	Root667|1238	Root172|4651	Root1203|1106		Root170|3625		Root1277|1456		Root1455|3618	Root186|3924	Root70|2769	Root635|1885	Root954|3613		Root1212|3129	Root1295|4456	Root423|5854			Root1220|795				Root564|3446	Root318D1|3337	Root122|3486	Root217|5497	Root123D2|1381	Root1310|14	Root189|3753	Root1240|4000	Root614|4790	Root1294|2038		Root151|2020	Root1312|5453	Root198D2|2678
ko:K07577	Root241|2459	Root381|655	Root105|3315											Root670|1083		Root1472|4406	Root1238|1695	Root1471|3415	Root491|653	Root569|2224	Root685|2921		Root935|4318	Root482|3712	Root552|1588	Root149|433	Root154|856		Root74|3665	Root133|3576		Root100|3662				Root558|4430	Root1298|4402		Root1252|6112	Root710|3115				Root102|5022		Root278|2848	Root157|1566		Root172|1920	Root1203|524		Root170|2130		Root1277|3015		Root1455|2221	Root186|2111	Root70|918	Root635|2417	Root954|3008		Root1212|2466		Root423|3614			Root1220|2088				Root564|1917	Root318D1|3439		Root217|3240	Root123D2|2917			Root1240|1622		Root1294|3898			Root1312|4149	Root198D2|259
ko:K07636	Root241|944	Root381|2260	Root105|4980		Root179|1150		Root68|2973		Root480|392		Root630|3073	Root916|365		Root670|3225	Root11|3170	Root1472|3749	Root1238|1086	Root1471|3435	Root491|1018	Root569|2403	Root685|3413		Root935|308,Root935|2012,Root935|3481	Root482|2928	Root552|799	Root149|2139	Root154|3759		Root74|3588	Root133|972	Root444D2|3868	Root100|3640				Root558|1653	Root1298|3277	Root920|3141	Root1252|479	Root710|2295	Root559|2722	Root1280|2046		Root102|5836		Root278|447	Root157|85	Root667|3076	Root172|2039	Root1203|5		Root170|4110		Root1277|2411		Root1455|412	Root186|1116,Root186|2815,Root186|3963	Root70|3038	Root635|2170	Root954|2279		Root1212|1000		Root423|979			Root1220|102				Root564|3076	Root318D1|5185		Root217|1665	Root123D2|2962		Root189|631	Root1240|1296		Root1294|3527			Root1312|3493	Root198D2|1354
ko:K07646	Root241|829	Root381|60,Root381|4754	Root105|4758	Root236|3704		Root495|627	Root68|3324	Root1257|1180		Root107|2244,Root107|4482	Root630|868	Root916|1421	Root181|3231	Root670|3602	Root11|5298	Root1472|359	Root1238|3125	Root1471|2023	Root491|2023	Root569|5137	Root685|2955	Root1304|5522,Root1304|5528,Root1304|6344	Root935|2146	Root482|2537	Root552|4046,Root552|4047	Root149|3968	Root154|751	Root431|3258	Root74|3601	Root133|2171,Root133|5139	Root444D2|1568,Root444D2|1569	Root100|3138	Root240|3713	Root22|1196	Root53|2211	Root558|1640	Root1298|3290		Root1252|488	Root710|379,Root710|2587	Root559|228	Root1280|1596	Root101|3075	Root102|3094	Root1464|641	Root278|431	Root157|1619	Root667|2206	Root172|4965	Root1203|243	Root190|3225	Root170|1531	Root265|1115,Root265|1117	Root1277|1707,Root1277|2776,Root1277|3279	Root180|2725	Root1455|2396	Root186|2390	Root70|1620		Root954|2292	Root61|2441	Root1212|628	Root1295|717,Root1295|7003	Root423|966	Root456|306	Root322|2568	Root1220|1236	Root1293|865	Root136|1494		Root564|4671	Root318D1|5327		Root217|1861	Root123D2|223	Root1310|4949		Root1240|1021	Root614|2368	Root1294|1672	Root1433D1|2292	Root151|2674	Root1312|3506	Root198D2|1012
ko:K07657	Root241|938	Root381|2254	Root105|4974		Root179|1149		Root68|2974		Root480|393		Root630|3074	Root916|366		Root670|3219		Root1472|3744	Root1238|1085,Root1238|4826	Root1471|2618	Root491|1012,Root491|4960	Root569|2402	Root685|97			Root482|2934,Root482|4912	Root552|215	Root149|2145	Root154|3343		Root74|3582,Root74|6137	Root133|609,Root133|971		Root100|792,Root100|1643,Root100|4222				Root558|1659,Root558|6406	Root1298|3271,Root1298|6001		Root1252|472,Root1252|5237	Root710|2297,Root710|2495	Root559|2723	Root1280|2047		Root102|4818,Root102|4836,Root102|5513		Root278|453	Root157|2287	Root667|3077	Root172|4338	Root1203|11				Root1277|2404		Root1455|406		Root70|3037	Root635|2492	Root954|2273,Root954|6626		Root1212|1006		Root423|985,Root423|3479,Root423|4441			Root1220|3234,Root1220|3235				Root564|3070	Root318D1|1711,Root318D1|5186	Root122|1001	Root217|1664	Root123D2|2956		Root189|632	Root1240|1290		Root1294|3529			Root1312|3487,Root1312|5968	Root198D2|1353,Root198D2|4469
ko:K07667	Root241|828	Root381|4755	Root105|4757				Root68|3323				Root630|869	Root916|1422		Root670|3601		Root1472|358	Root1238|3126	Root1471|2024	Root491|2022	Root569|5138	Root685|2954			Root482|2538	Root552|4045	Root149|3967	Root154|750		Root74|3600	Root133|2170,Root133|5138	Root444D2|963,Root444D2|1570	Root100|3139				Root558|1641	Root1298|3289		Root1252|487	Root710|380	Root559|229			Root102|3095		Root278|432	Root157|1618	Root667|2207	Root172|4964	Root1203|242		Root170|1530		Root1277|1708,Root1277|2775,Root1277|3278		Root1455|2397		Root70|1621		Root954|2291		Root1212|629		Root423|967			Root1220|1237				Root564|4670	Root318D1|5326		Root217|1860	Root123D2|224			Root1240|1020		Root1294|1671,Root1294|4387			Root1312|3505	Root198D2|1011
ko:K07684	Root241|1581	Root381|1178					Root68|3776,Root68|5563			Root107|395			Root181|2293			Root1472|353,Root1472|952	Root1238|836			Root569|4435		Root1304|5110						Root431|3664,Root431|4440	Root74|1536	Root133|4525			Root240|3358			Root558|5906	Root1298|1360						Root101|1494	Root102|1611	Root1464|502					Root1203|4481,Root1203|4875	Root190|1398	Root170|1174	Root265|1972			Root1455|4012		Root70|4180		Root954|1568			Root1295|2746	Root423|4480			Root1220|5172	Root1293|2954		Root332|288,Root332|1796				Root217|4627		Root1310|1553		Root1240|4040	Root614|3392	Root1294|1827,Root1294|2652,Root1294|2675		Root151|4379	Root1312|1415	Root198D2|5191
ko:K07685	Root241|3776				Root179|815																				Root552|672,Root552|4116,Root552|4280,Root552|4493							Root100|1678,Root100|2709							Root1252|5952					Root102|5280,Root102|6378			Root157|128,Root157|3937,Root157|4049		Root172|3179,Root172|6419,Root172|6420,Root172|6534																																			
ko:K07708	Root241|1470	Root381|1303	Root105|2605		Root179|470		Root68|1860		Root480|2461		Root630|1611	Root916|3887		Root670|1951		Root1472|394	Root1238|4252	Root1471|1193	Root491|41	Root569|1746	Root685|603			Root482|2014	Root552|1195	Root149|1327	Root154|3587		Root74|5825	Root133|430		Root100|1412				Root558|3159	Root1298|3994		Root1252|5071	Root710|698	Root559|1271	Root1280|675		Root102|6013		Root278|4060	Root157|3513	Root667|1878	Root172|4860	Root1203|1287		Root170|821		Root1277|1142		Root1455|3974		Root70|2954	Root635|3460	Root954|3844		Root1212|3890		Root423|6135			Root1220|683				Root564|1335	Root318D1|4816		Root217|1575	Root123D2|1467		Root189|544	Root1240|3759		Root1294|1871			Root1312|5684	Root198D2|3396
ko:K07712	Root241|1471	Root381|1304	Root105|2606		Root179|72		Root68|1861		Root480|2462		Root630|1612	Root916|3886		Root670|1952		Root1472|393	Root1238|4251	Root1471|1192	Root491|40	Root569|1747	Root685|602			Root482|2013	Root552|1194	Root149|1328	Root154|3588		Root74|5824	Root133|431		Root100|1411				Root558|3160	Root1298|3995		Root1252|5070	Root710|699	Root559|1270	Root1280|676		Root102|6014		Root278|4061	Root157|3512	Root667|1877	Root172|4859	Root1203|1286		Root170|822		Root1277|1143		Root1455|3975		Root70|2955	Root635|3459	Root954|3843		Root1212|3889		Root423|6134			Root1220|684				Root564|1334	Root318D1|4815		Root217|1576	Root123D2|1466		Root189|543	Root1240|3760		Root1294|1870			Root1312|5683	Root198D2|3395
ko:K07722	Root241|1537	Root381|3653														Root1472|4194								Root482|3872	Root552|3385						Root444D2|1299											Root1280|2526														Root1455|2531																			Root123D2|412									
ko:K07729	Root241|2056,Root241|2835		Root105|2137		Root179|2339,Root179|2346				Root480|2058	Root107|7329	Root630|399	Root916|3467			Root11|335,Root11|475,Root11|3788,Root11|3870,Root11|4237,Root11|4850,Root11|4861,Root11|5031,Root11|5037,Root11|5518,Root11|5651,Root11|5747,Root11|5783	Root1472|3027,Root1472|4963	Root1238|4624			Root569|3014							Root154|102			Root133|5942	Root444D2|4981			Root22|2705				Root920|239			Root559|338	Root1280|1528			Root1464|3645			Root667|1276				Root170|632			Root180|2315	Root1455|280,Root1455|2837,Root1455|3140,Root1455|4070			Root635|3362		Root61|1916					Root322|1754		Root1293|318		Root332|1370											Root1433D1|824			
ko:K07733	Root241|510	Root381|1338,Root381|3725	Root105|3781		Root179|3047		Root68|330				Root630|2564,Root630|2583						Root1238|3519			Root569|1891,Root569|3815,Root569|3819							Root154|23,Root154|1413,Root154|2778		Root74|4531	Root133|1055							Root1298|5108			Root710|1509,Root710|1967	Root559|2591	Root1280|781,Root1280|2170,Root1280|3912		Root102|2416,Root102|2423			Root157|2957,Root157|3184													Root954|4013							Root1220|1252					Root318D1|5202								Root1294|2205			Root1312|4854	
ko:K07734	Root241|437	Root381|2878	Root105|90	Root236|3709	Root179|1499	Root495|508	Root68|2947		Root480|1090	Root107|6357	Root630|1898	Root916|647,Root916|986	Root181|635	Root670|1793,Root670|2757	Root11|424	Root1472|4710	Root1238|2399	Root1471|2905		Root569|2430		Root1304|5559	Root935|22	Root482|3186	Root552|649		Root154|2336	Root431|781	Root74|343	Root133|5385	Root444D2|817	Root100|3724			Root53|1070	Root558|342	Root1298|343	Root920|2658	Root1252|5832	Root710|1064	Root559|1483,Root559|1782	Root1280|1186	Root101|1698	Root102|2793,Root102|6088	Root1464|1738	Root278|2426	Root157|151	Root667|2596,Root667|3784	Root172|115,Root172|1309	Root1203|3584		Root170|2360	Root265|4785		Root180|1329	Root1455|4189	Root186|746,Root186|2513	Root70|4209	Root635|415	Root954|5575	Root61|312			Root423|339		Root322|520	Root1220|438	Root1293|958		Root332|1830		Root318D1|257	Root122|4181	Root217|918,Root217|3365,Root217|4346	Root123D2|1550	Root1310|7247	Root189|652				Root1433D1|1761	Root151|3	Root1312|343	Root198D2|5448
ko:K07735	Root241|3702	Root381|441	Root105|4116	Root236|3651	Root179|2149	Root495|591	Root68|2563	Root1257|2324	Root480|55	Root107|1879	Root630|182	Root916|2305	Root181|3555	Root670|855		Root1472|4151	Root1238|1502	Root1471|276	Root491|707	Root569|1209	Root685|1684	Root1304|1052	Root935|2765	Root482|1113	Root552|2110	Root149|505	Root154|4271	Root431|707	Root74|3122	Root133|1139		Root100|1934	Root240|2725			Root558|2418	Root1298|3474		Root1252|2908	Root710|3915	Root559|678	Root1280|1762	Root101|1359	Root102|258		Root278|758	Root157|856	Root667|941	Root172|754	Root1203|444	Root190|1949	Root170|4035	Root265|2107	Root1277|384		Root1455|347	Root186|878	Root70|177	Root635|324	Root954|1044		Root1212|447	Root1295|5635	Root423|3076	Root456|1736		Root1220|2183		Root136|5688		Root564|1973	Root318D1|3655	Root122|2564	Root217|366	Root123D2|2834	Root1310|1339	Root189|3514	Root1240|769	Root614|1143	Root1294|1279		Root151|4213	Root1312|3819	Root198D2|2152
ko:K07736	Root241|2578	Root381|3243	Root105|4561	Root236|3148		Root495|358		Root1257|1524		Root107|1189			Root181|939	Root670|3968	Root11|586,Root11|587,Root11|2754,Root11|3045,Root11|5347,Root11|6643,Root11|6644	Root1472|3411		Root1471|2645	Root491|2361		Root685|3522	Root1304|897		Root482|2327	Root552|276	Root149|3195	Root154|1277	Root431|4862	Root74|2033			Root100|960	Root240|3151	Root22|184	Root53|2041	Root558|2796	Root1298|2027	Root920|1870	Root1252|3811	Root710|4324			Root101|2576	Root102|1262	Root1464|2283	Root278|3222	Root157|3632		Root172|4226	Root1203|2076	Root190|1262		Root265|3790	Root1277|2289	Root180|542	Root1455|125			Root635|2587	Root954|4727	Root61|1306	Root1212|2163	Root1295|7600	Root423|1744	Root456|2621	Root322|1347	Root1220|1331	Root1293|1754	Root136|3497	Root332|178	Root564|4339		Root122|1212		Root123D2|3560	Root1310|1843		Root1240|3267	Root614|1550	Root1294|3491	Root1433D1|387	Root151|787	Root1312|2082	
ko:K07738	Root241|236	Root381|2682	Root105|1697	Root236|873	Root179|1810	Root495|1574	Root68|4459	Root1257|2025	Root480|1469	Root107|3986	Root630|80	Root916|2028	Root181|3393	Root670|353	Root11|3177	Root1472|1446	Root1238|4189	Root1471|787	Root491|334	Root569|4973	Root685|1176	Root1304|5876		Root482|796	Root552|1866	Root149|112	Root154|3302	Root431|3321	Root74|2862	Root133|718	Root444D2|4027	Root100|3808	Root240|3417	Root22|795	Root53|1218	Root558|2063	Root1298|2941	Root920|3133	Root1252|2551	Root710|1382	Root559|2446	Root1280|2340	Root101|248	Root102|2705	Root1464|1278	Root278|1769	Root157|3276	Root667|697	Root172|204	Root1203|3102	Root190|1461	Root170|4424	Root265|1666	Root1277|1194	Root180|942	Root1455|2654		Root70|2987	Root635|2925	Root954|1399	Root61|124	Root1212|97	Root1295|7066	Root423|2721	Root456|1882	Root322|96	Root1220|4895	Root1293|509	Root136|1259	Root332|2334	Root564|35	Root318D1|2698	Root122|694	Root217|1616	Root123D2|1109	Root1310|4884	Root189|5275	Root1240|232	Root614|3448	Root1294|2108	Root1433D1|1344	Root151|3804	Root1312|3159	Root198D2|4256
ko:K07742	Root241|2309	Root381|4870	Root105|543										Root181|1745	Root670|3867	Root11|2536	Root1472|4332		Root1471|174	Root491|1330		Root685|3056			Root482|2629	Root552|2779	Root149|1834	Root154|1096		Root74|654		Root444D2|254	Root100|2900			Root53|1767	Root558|1328	Root1298|653	Root920|1820	Root1252|796	Root710|2428				Root102|5074		Root278|123	Root157|761		Root172|1973	Root1203|3568				Root1277|2815		Root1455|3847			Root635|613	Root954|2603		Root1212|1263		Root423|2472			Root1220|561				Root564|3235				Root123D2|3687	Root1310|6736		Root1240|1590		Root1294|3728			Root1312|652	
ko:K07979	Root241|389		Root105|5008		Root179|358,Root179|2769,Root179|3094			Root1257|1391,Root1257|1948	Root480|1150,Root480|2402	Root107|2169	Root630|1937	Root916|943	Root181|1920		Root11|1104,Root11|2270,Root11|6660	Root1472|3010					Root685|3220	Root1304|964,Root1304|3574					Root154|3392	Root431|4920,Root431|5298			Root444D2|5158			Root22|1459				Root920|3264,Root920|3468		Root710|576	Root559|1742				Root1464|695,Root1464|1595			Root667|2555			Root190|4133								Root635|467		Root61|1036		Root1295|282,Root1295|1358,Root1295|7685			Root322|1095		Root1293|669,Root1293|3217								Root1310|1918				Root1294|1995	Root1433D1|142			
ko:K08083	Root241|1893				Root179|201		Root68|2399		Root480|2325		Root630|755	Root916|1657					Root1238|3828			Root569|1378							Root154|3361			Root133|6154										Root710|1161	Root559|2284	Root1280|2186						Root667|361										Root70|2192														Root318D1|1963		Root217|722			Root189|468			Root1294|4118				Root198D2|3705,Root198D2|3902
ko:K08151	Root241|1330		Root105|2830,Root105|2920,Root105|4994		Root179|1389				Root480|1991		Root630|1444	Root916|3260,Root916|3936				Root1472|4740	Root1238|1193	Root1471|1801,Root1471|3336			Root685|420,Root685|725,Root685|726		Root935|937	Root482|1712	Root552|3343		Root154|2750		Root74|1440,Root74|5601	Root133|1626,Root133|5158		Root100|540,Root100|2662,Root100|3861				Root558|3454	Root1298|4218,Root1298|6091		Root1252|1761,Root1252|3518	Root710|1038	Root559|1342			Root102|3220		Root278|2488,Root278|5955	Root157|1408	Root667|1951	Root172|5440	Root1203|1822,Root1203|3833						Root1455|4113			Root635|969,Root635|1780,Root635|1782	Root954|3469,Root954|3620		Root1212|1156,Root1212|1802		Root423|5861			Root1220|3281,Root1220|5213				Root564|2767							Root1240|598		Root1294|2097			Root1312|5460,Root1312|6209	Root198D2|5431
ko:K08191	Root241|1613,Root241|3125								Root480|2250							Root1472|623,Root1472|853,Root1472|3371							Root935|1290,Root935|1291				Root154|2000,Root154|2013,Root154|3097			Root133|2051,Root133|4704										Root710|1914																Root1455|661,Root1455|3567	Root186|316																							Root1294|831				Root198D2|2019
ko:K08193,ko:K12301,ko:K12303	Root241|1095																																																																																			
ko:K08218	Root241|1436				Root179|823		Root68|154		Root480|2546		Root630|634	Root916|3966				Root1472|740	Root1238|165,Root1238|3946	Root1471|2130,Root1471|2783	Root491|4610,Root491|4768	Root569|2676			Root935|4067				Root154|3831		Root74|1801	Root133|4992,Root133|6086,Root133|6150						Root558|3027	Root1298|1795		Root1252|3566	Root710|1579	Root559|1160	Root1280|3325				Root278|3451		Root667|1785		Root1203|2809		Root170|4126		Root1277|2969		Root1455|2453	Root186|1757	Root70|742		Root954|4960				Root423|1975							Root564|335	Root318D1|597		Root217|4486	Root123D2|3462		Root189|981	Root1240|568		Root1294|183			Root1312|1850	Root198D2|770,Root198D2|5517
ko:K08296	Root241|2209	Root381|1843	Root105|1700				Root68|3896	Root1257|123		Root107|3122			Root181|1568	Root670|1319		Root1472|2353	Root1238|1598	Root1471|934	Root491|97	Root569|4814		Root1304|2139	Root935|1585	Root482|1918	Root552|1149,Root552|3663	Root149|1215	Root154|3227	Root431|2554	Root74|1281,Root74|1981	Root133|1472		Root100|2213,Root100|4688	Root240|4612	Root22|3426	Root53|2528	Root558|809,Root558|2848	Root1298|1246,Root1298|1975		Root1252|1644,Root1252|3759	Root710|2139		Root1280|3473	Root101|479	Root102|3949,Root102|5402	Root1464|2833,Root1464|2834	Root278|3274,Root278|4964	Root157|1992,Root157|3082		Root172|426,Root172|4611	Root1203|978,Root1203|2122	Root190|3650		Root265|4524	Root1277|2471	Root180|656	Root1455|1131	Root186|4582	Root70|3029		Root954|4779,Root954|6064	Root61|1148	Root1212|3021	Root1295|4460	Root423|1796,Root423|5764	Root456|831		Root1220|979,Root1220|1380	Root1293|2315	Root136|2506		Root564|1465	Root318D1|5195	Root122|3603	Root217|1654	Root123D2|596	Root1310|19,Root1310|7299	Root189|639	Root1240|1875	Root614|4776	Root1294|3512		Root151|2350	Root1312|1244,Root1312|2030	Root198D2|1346
ko:K08300	Root241|99	Root381|3613	Root105|1199		Root179|3034		Root68|3440		Root480|639		Root630|3568	Root916|1228		Root670|1900		Root1472|428	Root1238|1391	Root1471|674	Root491|116	Root569|5468	Root685|788			Root482|673	Root552|3645	Root149|12	Root154|2529		Root74|6591	Root133|3263		Root100|4664				Root558|1936	Root1298|3067		Root1252|2427	Root710|2392	Root559|43	Root1280|1866		Root102|4923		Root278|1560	Root157|1973	Root667|3710	Root172|5797	Root1203|3157		Root170|1759		Root1277|1005		Root1455|4593		Root70|2148	Root635|1820	Root954|1525		Root1212|3172		Root423|6377			Root1220|4861				Root564|3473	Root318D1|1976		Root217|765	Root123D2|1579		Root189|1467	Root1240|102		Root1294|3761			Root1312|3284	Root198D2|72
ko:K08304	Root241|1036	Root381|4926					Root68|2601							Root670|5048		Root1472|5036	Root1238|3027,Root1238|3697	Root1471|2855	Root491|2440	Root569|1167				Root482|4228	Root552|3758	Root149|4274	Root154|2505		Root74|2130	Root133|5913		Root100|3205				Root558|2697	Root1298|2125		Root1252|1837	Root710|2410				Root102|797		Root278|1484	Root157|3675		Root172|3696	Root1203|1941		Root170|4688		Root1277|2885		Root1455|3782		Root70|1143		Root954|4631		Root1212|2339		Root423|6427			Root1220|1182				Root564|4274	Root318D1|836,Root318D1|3252		Root217|3584	Root123D2|3799		Root189|3197	Root1240|3039		Root1294|3744			Root1312|2180	Root198D2|5694
ko:K08309	Root241|1513	Root381|2721	Root105|1727		Root179|304		Root68|844		Root480|2609		Root630|1757	Root916|2857		Root670|392		Root1472|1404	Root1238|2864	Root1471|436	Root491|472	Root569|1999				Root482|940	Root552|2699	Root149|244	Root154|1521		Root74|2709	Root133|2674	Root444D2|4025	Root100|2086				Root558|2216	Root1298|2788		Root1252|2703	Root710|765	Root559|3665	Root1280|1961		Root102|67		Root278|1921	Root157|1038	Root667|1740	Root172|579	Root1203|2976		Root170|4004		Root1277|964		Root1455|2698		Root70|2519	Root635|2949	Root954|1246		Root1212|260		Root423|2874			Root1220|3653				Root564|1743	Root318D1|1153		Root217|2874	Root123D2|1077		Root189|3967	Root1240|385		Root1294|2878			Root1312|3006	Root198D2|3794
